Chrom	Strt	End	Naine	Novaria	Naine/Naine	Novaria/Naine

NW_008996937.1	1	2308	0	0	.	.



































NW_008996938.1	1	2308	7	10	3.0	4.316



































NW_008996939.1	1	5203	2	0	3.0	0.0



































NW_008996940.1	1	2419	0	0	.	.



































NW_008996941.1	1	5197	0	0	.	.



































NW_008996942.1	1	5196	2	4	3.0	6.043



































NW_008996943.1	1	5196	0	0	.	.



































NW_008996944.1	1	5194	0	0	.	.



































NW_008996945.1	1	5192	0	1	.	.



































NW_008996946.1	1	5182	0	0	.	.



































NW_008996947.1	1	5180	0	0	.	.



































NW_008996948.1	1	5175	0	0	.	.



































NW_008996949.1	1	5172	0	0	.	.



































NW_008996950.1	1	5171	0	0	.	.



































NW_008996951.1	1	5171	9	5	3.0	1.679



































NW_008996952.1	1	5170	0	0	.	.



































NW_008996953.1	1	5170	1	0	3.0	0.0



































NW_008996954.1	1	5164	0	0	.	.



































NW_008996955.1	1	5157	0	0	.	.



































NW_008996956.1	1	5157	1	1	3.0	3.022



































NW_008996957.1	1	5156	0	0	.	.



































NW_008996958.1	1	5144	1	3	3.0	9.065



































NW_008996959.1	1	5138	0	0	.	.



































NW_008996960.1	1	5134	0	0	.	.



































NW_008996961.1	1	5132	0	0	.	.



































NW_008996962.1	1	5131	0	1	.	.



































NW_008996963.1	1	5130	0	0	.	.



































NW_008996964.1	1	5128	0	0	.	.



































NW_008996965.1	1	5124	0	0	.	.



































NW_008996966.1	1	5123	0	0	.	.



































NW_008996967.1	1	5118	0	0	.	.



































NW_008996968.1	1	5098	0	0	.	.



































NW_008996969.1	1	5097	4	7	3.0	5.288



































NW_008996970.1	1	5096	0	0	.	.



































NW_008996971.1	1	5092	0	0	.	.



































NW_008996972.1	1	5092	0	0	.	.



































NW_008996973.1	1	5089	0	0	.	.



































NW_008996974.1	1	5087	0	0	.	.



































NW_008996975.1	1	5087	0	2	.	.



































NW_008996976.1	1	5087	0	0	.	.



































NW_008996977.1	1	5085	0	0	.	.



































NW_008996978.1	1	5084	3	1	3.0	1.007



































NW_008996979.1	1	5081	0	0	.	.



































NW_008996980.1	1	5080	0	0	.	.



































NW_008996981.1	1	5075	0	0	.	.



































NW_008996982.1	1	5067	0	0	.	.



































NW_008996983.1	1	5063	0	0	.	.



































NW_008996984.1	1	5060	0	0	.	.



































NW_008996985.1	1	5057	0	0	.	.



































NW_008996986.1	1	5054	0	0	.	.



































NW_008996987.1	1	5037	7	5	3.0	2.158



































NW_008996988.1	1	5036	2	3	3.0	4.532



































NW_008996989.1	1	5034	0	0	.	.



































NW_008996990.1	1	5032	0	0	.	.



































NW_008996991.1	1	5025	0	0	.	.



































NW_008996992.1	1	5022	3	1	3.0	1.007



































NW_008996993.1	1	5018	0	0	.	.



































NW_008996994.1	1	5017	0	1	.	.



































NW_008996995.1	1	5004	0	0	.	.



































NW_008996996.1	1	5001	0	0	.	.



































NW_008996997.1	1	5001	2	2	3.0	3.022



































NW_008996998.1	1	4999	3	5	3.0	5.036



































NW_008996999.1	1	4996	0	0	.	.



































NW_008997000.1	1	4993	0	0	.	.



































NW_008997001.1	1	4991	0	0	.	.



































NW_008997002.1	1	4987	0	0	.	.



































NW_008997003.1	1	4986	0	0	.	.



































NW_008997004.1	1	4983	0	0	.	.



































NW_008997005.1	1	4979	0	0	.	.



































NW_008997006.1	1	4978	0	0	.	.



































NW_008997007.1	1	4978	0	0	.	.



































NW_008997008.1	1	4977	3	1	3.0	1.007



































NW_008997009.1	1	4976	1	0	3.0	0.0



































NW_008997010.1	1	4975	0	0	.	.



































NW_008997011.1	1	4968	0	0	.	.



































NW_008997012.1	1	4964	0	0	.	.



































NW_008997013.1	1	4961	0	0	.	.



































NW_008997014.1	1	4960	0	0	.	.



































NW_008997015.1	1	4956	0	0	.	.



































NW_008997016.1	1	4949	0	0	.	.



































NW_008997017.1	1	4947	0	0	.	.



































NW_008997018.1	1	4944	0	0	.	.



































NW_008997019.1	1	4940	0	0	.	.



































NW_008997020.1	1	4939	0	0	.	.



































NW_008997021.1	1	4938	0	0	.	.



































NW_008997022.1	1	4936	0	0	.	.



































NW_008997023.1	1	4934	4	5	3.0	3.777



































NW_008997024.1	1	4931	0	0	.	.



































NW_008997025.1	1	4930	0	0	.	.



































NW_008997026.1	1	4929	0	0	.	.



































NW_008997027.1	1	4925	0	0	.	.



































NW_008997028.1	1	4924	0	0	.	.



































NW_008997029.1	1	4923	0	0	.	.



































NW_008997030.1	1	4919	0	0	.	.



































NW_008997031.1	1	4914	0	0	.	.



































NW_008997032.1	1	4912	0	0	.	.



































NW_008997033.1	1	4904	0	0	.	.



































NW_008997034.1	1	4902	4	2	3.0	1.511



































NW_008997035.1	1	4901	0	0	.	.



































NW_008997036.1	1	4899	0	0	.	.



































NW_008997037.1	1	4898	0	0	.	.



































NW_008997038.1	1	4897	4	0	3.0	0.0



































NW_008997039.1	1	4897	0	0	.	.



































NW_008997040.1	1	4896	0	0	.	.



































NW_008997041.1	1	4896	17	27	3.0	4.799



































NW_008997042.1	1	4894	0	0	.	.



































NW_008997043.1	1	4889	0	0	.	.



































NW_008997044.1	1	4888	0	0	.	.



































NW_008997045.1	1	4886	0	0	.	.



































NW_008997046.1	1	4881	2	7	3.0	10.575



































NW_008997047.1	1	4878	0	0	.	.



































NW_008997048.1	1	4875	2	2	3.0	3.022



































NW_008997049.1	1	4871	0	0	.	.



































NW_008997050.1	1	4869	0	0	.	.



































NW_008997051.1	1	4866	1	2	3.0	6.043



































NW_008997052.1	1	4861	0	0	.	.



































NW_008997053.1	1	4860	0	0	.	.



































NW_008997054.1	1	4858	2	1	3.0	1.511



































NW_008997055.1	1	4857	0	0	.	.



































NW_008997056.1	1	4853	0	0	.	.



































NW_008997057.1	1	4844	0	1	.	.



































NW_008997058.1	1	4843	0	0	.	.



































NW_008997059.1	1	4840	0	0	.	.



































NW_008997060.1	1	4840	1	1	3.0	3.022



































NW_008997061.1	1	4839	0	0	.	.



































NW_008997062.1	1	4836	0	0	.	.



































NW_008997063.1	1	4831	0	0	.	.



































NW_008997064.1	1	4830	0	0	.	.



































NW_008997065.1	1	4830	0	0	.	.



































NW_008997066.1	1	4829	0	0	.	.



































NW_008997067.1	1	4828	0	0	.	.



































NW_008997068.1	1	4823	0	0	.	.



































NW_008997069.1	1	4821	0	0	.	.



































NW_008997070.1	1	4817	1	0	3.0	0.0



































NW_008997071.1	1	4814	0	0	.	.



































NW_008997072.1	1	4812	0	0	.	.



































NW_008997073.1	1	4809	0	0	.	.



































NW_008997074.1	1	4806	0	0	.	.



































NW_008997075.1	1	4805	0	0	.	.



































NW_008997076.1	1	4797	0	0	.	.



































NW_008997077.1	1	4793	0	0	.	.



































NW_008997078.1	1	4793	0	0	.	.



































NW_008997079.1	1	4792	1	0	3.0	0.0



































NW_008997080.1	1	4788	0	0	.	.



































NW_008997081.1	1	4780	0	0	.	.



































NW_008997082.1	1	4778	0	0	.	.



































NW_008997083.1	1	4776	0	0	.	.



































NW_008997084.1	1	4771	0	0	.	.



































NW_008997085.1	1	4769	0	0	.	.



































NW_008997086.1	1	4768	0	0	.	.



































NW_008997087.1	1	4768	1	0	3.0	0.0



































NW_008997088.1	1	4766	1	3	3.0	9.065



































NW_008997089.1	1	4763	0	0	.	.



































NW_008997090.1	1	4759	0	0	.	.



































NW_008997091.1	1	4758	0	0	.	.



































NW_008997092.1	1	4755	0	0	.	.



































NW_008997093.1	1	4755	0	0	.	.



































NW_008997094.1	1	4748	0	0	.	.



































NW_008997095.1	1	4744	0	0	.	.



































NW_008997096.1	1	4741	0	0	.	.



































NW_008997097.1	1	4741	0	0	.	.



































NW_008997098.1	1	4738	0	0	.	.



































NW_008997099.1	1	4736	0	0	.	.



































NW_008997100.1	1	4735	0	0	.	.



































NW_008997101.1	1	4733	0	0	.	.



































NW_008997102.1	1	4732	0	0	.	.



































NW_008997103.1	1	4731	0	0	.	.



































NW_008997104.1	1	4728	0	0	.	.



































NW_008997105.1	1	4726	8	2	3.0	0.755



































NW_008997106.1	1	4725	0	0	.	.



































NW_008997107.1	1	4724	0	0	.	.



































NW_008997108.1	1	4713	0	1	.	.



































NW_008997109.1	1	4712	0	0	.	.



































NW_008997110.1	1	4707	0	0	.	.



































NW_008997111.1	1	4707	3	3	3.0	3.022



































NW_008997112.1	1	4705	0	1	.	.



































NW_008997113.1	1	4704	2	0	3.0	0.0



































NW_008997114.1	1	4702	0	0	.	.



































NW_008997115.1	1	4701	0	0	.	.



































NW_008997116.1	1	4700	0	0	.	.



































NW_008997117.1	1	4697	0	0	.	.



































NW_008997118.1	1	4696	1	0	3.0	0.0



































NW_008997119.1	1	4695	0	0	.	.



































NW_008997120.1	1	4691	0	0	.	.



































NW_008997121.1	1	4690	2	1	3.0	1.511



































NW_008997122.1	1	4689	0	0	.	.



































NW_008997123.1	1	4680	0	0	.	.



































NW_008997124.1	1	4679	1	0	3.0	0.0



































NW_008997125.1	1	4676	0	0	.	.



































NW_008997126.1	1	4674	0	0	.	.



































NW_008997127.1	1	4674	0	0	.	.



































NW_008997128.1	1	4669	1	0	3.0	0.0



































NW_008997129.1	1	4668	0	0	.	.



































NW_008997130.1	1	4667	0	0	.	.



































NW_008997131.1	1	4667	0	0	.	.



































NW_008997132.1	1	4667	0	0	.	.



































NW_008997133.1	1	4666	0	0	.	.



































NW_008997134.1	1	4664	0	0	.	.



































NW_008997135.1	1	4664	0	0	.	.



































NW_008997136.1	1	4660	0	1	.	.



































NW_008997137.1	1	4659	3	6	3.0	6.043



































NW_008997138.1	1	2419	0	0	.	.



































NW_008997139.1	1	2419	0	0	.	.



































NW_008997140.1	1	2418	0	0	.	.



































NW_008997141.1	1	2418	0	0	.	.



































NW_008997142.1	1	2418	0	0	.	.



































NW_008997143.1	1	2418	0	0	.	.



































NW_008997144.1	1	2418	0	0	.	.



































NW_008997145.1	1	2417	0	0	.	.



































NW_008997146.1	1	2417	0	0	.	.



































NW_008997147.1	1	2417	0	0	.	.



































NW_008997148.1	1	2417	0	0	.	.



































NW_008997149.1	1	2417	0	0	.	.



































NW_008997150.1	1	2417	0	0	.	.



































NW_008997151.1	1	2417	0	0	.	.



































NW_008997152.1	1	2416	0	0	.	.



































NW_008997153.1	1	2416	0	0	.	.



































NW_008997154.1	1	2416	0	0	.	.



































NW_008997155.1	1	2414	0	0	.	.



































NW_008997156.1	1	2414	0	0	.	.



































NW_008997157.1	1	2413	0	1	.	.



































NW_008997158.1	1	2413	0	0	.	.



































NW_008997159.1	1	2413	0	0	.	.



































NW_008997160.1	1	2412	0	0	.	.



































NW_008997161.1	1	2412	0	0	.	.



































NW_008997162.1	1	2411	0	0	.	.



































NW_008997163.1	1	2411	3	3	3.0	3.022



































NW_008997164.1	1	2411	0	0	.	.



































NW_008997165.1	1	2411	0	0	.	.



































NW_008997166.1	1	2411	0	0	.	.



































NW_008997167.1	1	2411	3	1	3.0	1.007



































NW_008997168.1	1	2411	0	0	.	.



































NW_008997169.1	1	2410	0	0	.	.



































NW_008997170.1	1	2410	0	0	.	.



































NW_008997171.1	1	2410	0	0	.	.



































NW_008997172.1	1	2409	0	0	.	.



































NW_008997173.1	1	2409	0	0	.	.



































NW_008997174.1	1	2409	0	0	.	.



































NW_008997175.1	1	2408	0	0	.	.



































NW_008997176.1	1	2408	0	0	.	.



































NW_008997177.1	1	2407	0	0	.	.



































NW_008997178.1	1	2407	0	0	.	.



































